Tabla	Motor (Engine)	Filas Estimadas
agenda_cartas	InnoDB	4
agenda_categoa	InnoDB	3
agenda_dialaudi	InnoDB	0
agenda_dialogo	InnoDB	0
agenda_mails	InnoDB	0
agenda_names	InnoDB	6040
agenda_paramage	InnoDB	1
android_docusign	InnoDB	0
android_paramovi	InnoDB	1
android_prevcart	InnoDB	0
api_configia	InnoDB	1
api_faccapi	InnoDB	0
api_facvapi	InnoDB	0
api_ianeeds	InnoDB	13
api_paramapi	InnoDB	1
balanza_camioter	InnoDB	0
balanza_clasipes	InnoDB	0
balanza_parabala	InnoDB	1
balanza_parti	InnoDB	0
balanza_pesabor	InnoDB	0
balanza_pesacli	InnoDB	0
balanza_pesaprov	InnoDB	0
bancos_bancore	InnoDB	0
bancos_cambiche	InnoDB	0
bancos_cammyche	InnoDB	0
bancos_camvalo	InnoDB	0
bancos_comenban	InnoDB	736
bancos_confiche	InnoDB	10
bancos_datosda	InnoDB	0
bancos_perbbank	InnoDB	0
bancos_regigas	InnoDB	0
bancos_topeban	InnoDB	0
bancos_totali	InnoDB	0
caja_arqueint	InnoDB	0
caja_arqueoca	InnoDB	0
caja_arquesuc	InnoDB	0
caja_arquotro	InnoDB	0
caja_audichf9	InnoDB	0
caja_bcra	InnoDB	67
caja_billearq	InnoDB	0
caja_billemov	InnoDB	0
caja_billetes	InnoDB	0
caja_bolficha	InnoDB	0
caja_bolsaldo	InnoDB	0
caja_bolsines	InnoDB	0
caja_bolstate	InnoDB	0
caja_cashdeta	InnoDB	0
caja_cashnota	InnoDB	0
caja_chexcuit	InnoDB	0
caja_clovers	InnoDB	0
caja_clovnodo	InnoDB	0
caja_clvrjson	InnoDB	0
caja_cobydapl	InnoDB	0
caja_coeplmar	InnoDB	0
caja_coetamar	InnoDB	0
caja_confclov	InnoDB	0
caja_cuecaja	InnoDB	1
caja_echeimpo	InnoDB	0
caja_fichache	InnoDB	143
caja_financie	InnoDB	0
caja_flow	InnoDB	0
caja_intecash	InnoDB	0
caja_inteotro	InnoDB	0
caja_merchclv	InnoDB	0
caja_monedas	InnoDB	0
caja_moneform	InnoDB	0
caja_monhisco	InnoDB	0
caja_parca	InnoDB	6
caja_rengmone	InnoDB	0
caja_vales	InnoDB	0
caja_valoperi	InnoDB	0
caja_valoprin	InnoDB	0
caja_valostad	InnoDB	6
caja_valperst	InnoDB	0
caja_valstade	InnoDB	175
carrocer_carrocer	InnoDB	0
carrocer_carrofac	InnoDB	0
carrocer_estados	InnoDB	0
carrocer_gastos	InnoDB	0
carrocer_insureal	InnoDB	0
carrocer_insuteor	InnoDB	0
carrocer_modecami	InnoDB	0
carrocer_paramcar	InnoDB	0
carrocer_sectores	InnoDB	0
carrocer_tipcarro	InnoDB	0
carrocer_tipocaja	InnoDB	0
central_intercue	InnoDB	0
central_movipart	InnoDB	504
central_paracent	InnoDB	0
central_ratio	InnoDB	0
central_resulitr	InnoDB	0
cobranza_ctrlchmo	InnoDB	0
cobranza_ctrldeta	InnoDB	0
cobranza_extra2	InnoDB	0
cobranza_extracto	InnoDB	0
cobranza_pronosti	InnoDB	0
cobranza_recixrec	InnoDB	0
cobranza_venci	InnoDB	0
comedor_artitem	InnoDB	0
comedor_deshas	InnoDB	0
comedor_resemesa	InnoDB	0
comedor_reservas	InnoDB	0
compras_afipconf	InnoDB	19
compras_clasordc	InnoDB	0
compras_cloruser	InnoDB	0
compras_conciloc	InnoDB	0
compras_detadoot	InnoDB	0
compras_docunota	InnoDB	0
compras_docurotr	InnoDB	0
compras_ficacoco	InnoDB	0
compras_fichaop	InnoDB	2
compras_fichaorc	InnoDB	0
compras_grupopro	InnoDB	0
compras_grupospr	InnoDB	0
compras_ivacdbf	InnoDB	0
compras_ivacorot	InnoDB	0
compras_leyerem	InnoDB	0
compras_mailrevo	InnoDB	0
compras_ocdesign	InnoDB	0
compras_ocflepro	InnoDB	0
compras_ocflerem	InnoDB	0
compras_ocxflete	InnoDB	0
compras_ordcompa	InnoDB	0
compras_planbapr	InnoDB	0
compras_planbols	InnoDB	0
compras_planchep	InnoDB	0
compras_planchet	InnoDB	0
compras_plandepo	InnoDB	0
compras_planimpu	InnoDB	0
compras_planliba	InnoDB	0
compras_planstat	InnoDB	0
compras_plusaux	InnoDB	0
compras_preccomp	InnoDB	0
compras_preordoc	InnoDB	0
compras_provecli	InnoDB	0
compras_provreex	InnoDB	0
compras_renpreoc	InnoDB	0
compras_reposmen	InnoDB	0
compras_respacop	InnoDB	0
compras_retdgrpr	InnoDB	0
compras_retotr	InnoDB	0
compras_rnordtxt	InnoDB	0
compras_sumacom	InnoDB	0
comunica_anutabla	InnoDB	0
comunica_valfaftp	InnoDB	0
consigna_aliperco	InnoDB	0
consigna_dtexrema	InnoDB	0
consigna_wscaract	InnoDB	8
consigna_wscatego	InnoDB	83
consigna_wsgastos	InnoDB	17
consigna_wsmotivo	InnoDB	6
consigna_wsrazasb	InnoDB	20
contador_analicos	InnoDB	0
contador_balage	InnoDB	0
contador_balance	InnoDB	0
contador_concipro	InnoDB	0
contador_ejerblok	InnoDB	0
contador_gruparti	InnoDB	0
contador_inflacue	InnoDB	0
contador_mayor	InnoDB	0
contador_padrarba	InnoDB	0
contador_padrater	InnoDB	0
contador_planibie	InnoDB	0
contador_planitip	InnoDB	0
contador_resultad	InnoDB	0
contador_suma	InnoDB	0
creditos_concepcr	InnoDB	0
creditos_infoliqu	InnoDB	0
creditos_liquicuo	InnoDB	0
creditos_liquidac	InnoDB	0
creditos_liquirec	InnoDB	0
creditos_ndxliqui	InnoDB	0
creditos_renliqcr	InnoDB	0
estadist_alojadia	InnoDB	0
estadist_alojain	InnoDB	0
estadist_articulo	InnoDB	0
estadist_artipv	InnoDB	0
estadist_artisuc	InnoDB	0
estadist_artxsub	InnoDB	0
estadist_canrub	InnoDB	0
estadist_clifac	InnoDB	0
estadist_clirubro	InnoDB	0
estadist_clisin	InnoDB	0
estadist_clixciu	InnoDB	0
estadist_contcli	InnoDB	0
estadist_deruiva	InnoDB	0
estadist_detaesta	InnoDB	0
estadist_detamar	InnoDB	0
estadist_detatari	InnoDB	0
estadist_estames	InnoDB	0
estadist_formpag	InnoDB	0
estadist_franja	InnoDB	0
estadist_insufac	InnoDB	0
estadist_negprog	InnoDB	0
estadist_newtasem	InnoDB	0
estadist_paramest	InnoDB	0
estadist_paramhot	InnoDB	0
estadist_profepa	InnoDB	0
estadist_punfac	InnoDB	0
estadist_subvende	InnoDB	0
estadist_tablasem	InnoDB	0
estadist_temfac	InnoDB	0
estadist_temfac2	InnoDB	0
estadist_todartrv	InnoDB	0
estadist_ventmens	InnoDB	0
estudio_alicupro	InnoDB	0
estudio_arbaconf	InnoDB	0
estudio_arbaddjj	InnoDB	0
estudio_arbalogs	InnoDB	0
estudio_arbatokn	InnoDB	0
estudio_arbaurls	InnoDB	1
estudio_cabecera	InnoDB	0
estudio_cm03	InnoDB	0
estudio_detalle	InnoDB	0
estudio_detcm03	InnoDB	0
estudio_detdgr44	InnoDB	0
estudio_dgr44	InnoDB	0
estudio_impobody	InnoDB	0
estudio_impocabe	InnoDB	0
estudio_lisdgr	InnoDB	0
estudio_otrasper	InnoDB	0
estudio_regicom	InnoDB	0
estudio_regiven	InnoDB	0
estudio_resu	InnoDB	0
estudio_tempdgi	InnoDB	0
health_apgestme	InnoDB	39
health_diagnost	InnoDB	0
health_farmalnk	InnoDB	11
health_kioma	InnoDB	0
health_kpami	InnoDB	0
health_pharcrit	InnoDB	9
health_preserfa	InnoDB	7
health_websconf	InnoDB	0
health_websdata	InnoDB	7
health_webseros	InnoDB	41
health_wimed000	InnoDB	31
health_wimedrev	InnoDB	0
health_wsconsuc	InnoDB	0
health_wsdialog	InnoDB	0
health_wsdiamed	InnoDB	0
health_wslabora	InnoDB	5
health_wsvalios	InnoDB	10
historia_audimast	InnoDB	19350
historia_prinaudi	InnoDB	155439
historia_tareas	InnoDB	171995
historia_version	InnoDB	57
hotel_habicome	InnoDB	0
hotel_tarientr	InnoDB	0
hotel_tariexep	InnoDB	0
hotel_taritemp	InnoDB	0
hotel_tempodia	InnoDB	0
manager_paramana	InnoDB	1
manager_periodos	InnoDB	8
manager_repomode	InnoDB	11
obras_desculim	InnoDB	0
obras_formuobr	InnoDB	0
obras_obrxproy	InnoDB	0
obras_presufac	InnoDB	0
obras_proprear	InnoDB	0
obras_propreob	InnoDB	0
obras_propreut	InnoDB	0
obras_propreva	InnoDB	0
obras_proyecto	InnoDB	0
obras_variobra	InnoDB	0
obras_varproob	InnoDB	0
old_historia_tareas	InnoDB	643113
pagos_efectivi	InnoDB	0
pagos_efedesig	InnoDB	0
pagos_impuefec	InnoDB	0
pagos_juntaliq	InnoDB	0
pagos_orpdesig	InnoDB	0
pagos_renefect	InnoDB	0
pagos_spfactur	InnoDB	0
pagos_spordede	InnoDB	0
pagos_spordepa	InnoDB	0
personal_cancelpe	InnoDB	0
personal_procerel	InnoDB	0
personal_resuhora	InnoDB	0
playa_artitem	InnoDB	0
playa_comtem	InnoDB	0
playa_deshas	InnoDB	0
playa_tantem	InnoDB	0
preventa_mnoventa	InnoDB	0
preventa_preventa	InnoDB	0
preventa_regnoven	InnoDB	0
principa_basemone	InnoDB	0
principa_bdymaily	InnoDB	0
principa_bkpaudit	InnoDB	0
principa_calles	InnoDB	151445
principa_custobar	InnoDB	0
principa_customen	InnoDB	0
principa_deploc	InnoDB	1
principa_empresas	InnoDB	4
principa_facxsuc	InnoDB	0
principa_faxsuxru	InnoDB	0
principa_funcione	InnoDB	0
principa_gesanada	InnoDB	11
principa_gesbanco	InnoDB	91
principa_gescarro	InnoDB	21
principa_gescentr	InnoDB	49
principa_gescloud	InnoDB	22
principa_gescom25	InnoDB	88
principa_gescomed	InnoDB	95
principa_gescompr	InnoDB	67
principa_gescomtm	InnoDB	52
principa_gesconco	InnoDB	147
principa_gesconta	InnoDB	69
principa_gesdesig	InnoDB	21
principa_gesdrugs	InnoDB	12
principa_gesejecu	InnoDB	8
principa_gesestad	InnoDB	75
principa_gesfactu	InnoDB	222
principa_gesfarma	InnoDB	302
principa_gesfinan	InnoDB	23
principa_gesfisco	InnoDB	24
principa_gesfixdb	InnoDB	70
principa_geshormi	InnoDB	28
principa_geshotel	InnoDB	53
principa_geslittl	InnoDB	141
principa_gesmante	InnoDB	170
principa_gesmovil	InnoDB	26
principa_gesobras	InnoDB	33
principa_gesonlin	InnoDB	22
principa_gesparam	InnoDB	548
principa_gesperso	InnoDB	69
principa_gesplay2	InnoDB	84
principa_gesplaya	InnoDB	73
principa_gesposne	InnoDB	11
principa_gesprove	InnoDB	86
principa_gesremat	InnoDB	86
principa_gesrrhhs	InnoDB	23
principa_gessingl	InnoDB	316
principa_gessocio	InnoDB	75
principa_gessqlma	InnoDB	13
principa_gesstock	InnoDB	149
principa_gessueld	InnoDB	83
principa_gessuper	InnoDB	12
principa_gestalle	InnoDB	12
principa_gesterce	InnoDB	13
principa_gestm300	InnoDB	133
principa_gestraza	InnoDB	11
principa_gesultim	InnoDB	14
principa_gesventa	InnoDB	182
principa_geswebmg	InnoDB	73
principa_geswhare	InnoDB	31
principa_gesworkf	InnoDB	6
principa_grupecon	InnoDB	0
principa_jurisdic	InnoDB	0
principa_menuend	InnoDB	26
principa_menuinit	InnoDB	7
principa_menulook	InnoDB	16
principa_notifius	InnoDB	0
principa_parmatex	InnoDB	0
principa_provinci	InnoDB	8
principa_pvxuser	InnoDB	0
principa_reginwc	InnoDB	47
principa_reginwv	InnoDB	11
principa_segu	InnoDB	501
principa_seguca	InnoDB	0
principa_segultim	InnoDB	0
principa_seguop	InnoDB	131
principa_sqlclone	InnoDB	8
principa_sqlnum	InnoDB	1
principa_sqlwbtry	InnoDB	2
principa_sucushid	InnoDB	0
principa_useratri	InnoDB	0
principa_users	InnoDB	3
principa_usertken	InnoDB	0
producci_lotearti	InnoDB	0
producci_plani	InnoDB	0
producci_planiart	InnoDB	0
rrhh_calideta	InnoDB	0
rrhh_califemp	InnoDB	0
rrhh_califica	InnoDB	0
rrhh_contacur	InnoDB	0
rrhh_cualidad	InnoDB	0
rrhh_curexper	InnoDB	0
rrhh_curidiom	InnoDB	0
rrhh_curricul	InnoDB	0
rrhh_currperf	InnoDB	0
rrhh_cursuper	InnoDB	0
rrhh_etapas	InnoDB	0
rrhh_grupfami	InnoDB	0
rrhh_idiomas	InnoDB	0
rrhh_paramrh	InnoDB	15
rrhh_pararhh	InnoDB	0
rrhh_perfiles	InnoDB	0
rrhh_profesio	InnoDB	0
socios_adiciona	InnoDB	0
socios_adimonth	InnoDB	0
socios_carnetds	InnoDB	0
socios_categori	InnoDB	0
socios_catemont	InnoDB	0
socios_division	InnoDB	0
socios_famiadic	InnoDB	0
socios_instadic	InnoDB	0
socios_instcate	InnoDB	0
socios_institut	InnoDB	0
socios_liquimen	InnoDB	0
socios_motbajas	InnoDB	0
socios_niveles	InnoDB	0
socios_padsocio	InnoDB	0
socios_paramsoc	InnoDB	0
socios_puestacc	InnoDB	0
socios_reninteg	InnoDB	0
socios_renliqui	InnoDB	0
socios_sociadic	InnoDB	0
socios_socinsti	InnoDB	0
socios_socioing	InnoDB	0
socios_sofamily	InnoDB	0
stock_artcanml	InnoDB	0
stock_artcanwe	InnoDB	0
stock_artdeset	InnoDB	0
stock_articu2s	InnoDB	2253
stock_articulo	InnoDB	5632
stock_articulo_artcat	InnoDB	0
stock_artirepo	InnoDB	0
stock_asociart	InnoDB	0
stock_barcode	InnoDB	1411
stock_catefrac	InnoDB	0
stock_categori	InnoDB	0
stock_comodato	InnoDB	0
stock_control	InnoDB	0
stock_cospesta	InnoDB	0
stock_crideatr	InnoDB	0
stock_critico	InnoDB	0
stock_csballon	InnoDB	0
stock_descuart	InnoDB	0
stock_detacomo	InnoDB	0
stock_etapafra	InnoDB	0
stock_exisdepo	InnoDB	1905
stock_exisprod	InnoDB	0
stock_fichaprd	InnoDB	0
stock_fichares	InnoDB	0
stock_forbidar	InnoDB	5
stock_fracetap	InnoDB	0
stock_fracpedi	InnoDB	0
stock_hilotaba	InnoDB	0
stock_hisdesac	InnoDB	585
stock_histarra	InnoDB	0
stock_ofcomexc	InnoDB	0
stock_ofcompag	InnoDB	0
stock_ofergrul	InnoDB	0
stock_ofvouche	InnoDB	0
stock_ordeprod	InnoDB	0
stock_predecos	InnoDB	0
stock_reasiget	InnoDB	0
stock_regmotmp	InnoDB	0
stock_relachan	InnoDB	0
stock_remirepo	InnoDB	0
stock_rengop	InnoDB	0
stock_renreasi	InnoDB	0
stock_renrepos	InnoDB	0
stock_renretmp	InnoDB	0
stock_reposven	InnoDB	0
stock_tabnutar	InnoDB	0
stock_tipovouc	InnoDB	0
stock_tvpatron	InnoDB	0
stock_utildeta	InnoDB	0
storage_areawms	InnoDB	0
storage_boxallow	InnoDB	0
storage_boxdefin	InnoDB	0
storage_clasidep	InnoDB	0
storage_contened	InnoDB	0
storage_defauwms	InnoDB	0
storage_disposit	InnoDB	0
storage_disxsucp	InnoDB	0
storage_dividepo	InnoDB	0
storage_exiscont	InnoDB	0
storage_exisrack	InnoDB	0
storage_fichabox	InnoDB	0
storage_fichacnt	InnoDB	0
storage_ficpenta	InnoDB	0
storage_intercha	InnoDB	0
storage_maestro	InnoDB	0
storage_movimwms	InnoDB	0
storage_planrefe	InnoDB	0
storage_prmstora	InnoDB	0
storage_rackarti	InnoDB	0
storage_rackesta	InnoDB	0
storage_rackuser	InnoDB	0
storage_rakallow	InnoDB	0
storage_rengtare	InnoDB	0
storage_taredife	InnoDB	0
storage_taremovi	InnoDB	0
storage_tipallet	InnoDB	0
storage_tipotare	InnoDB	0
storage_wmsrules	InnoDB	0
sueldos_empledau	InnoDB	0
sueldos_emplesus	InnoDB	0
sueldos_empresue	InnoDB	0
sueldos_escganan	InnoDB	9
sueldos_renretga	InnoDB	0
sueldos_resolve	InnoDB	0
sueldos_rgapoexc	InnoDB	0
sueldos_rgaposoc	InnoDB	3
sueldos_rgdeducc	InnoDB	0
sueldos_rgpermit	InnoDB	13
sueldos_rgperson	InnoDB	4
sueldos_sumasuel	InnoDB	0
taller_fichatal	InnoDB	0
taller_ordeopti	InnoDB	0
taller_trabajos	InnoDB	0
tm300_artitem	InnoDB	0
tm300_balanzas	InnoDB	0
tm300_deshas	InnoDB	0
tm300_maintick	InnoDB	0
tm300_numetick	InnoDB	0
tm300_parambal	InnoDB	0
tm300_pedibala	InnoDB	0
tm300_renglsus	InnoDB	0
tm300_renpedba	InnoDB	0
tm300_rentia	InnoDB	0
tm300_rentisus	InnoDB	0
tm300_tempoenv	InnoDB	0
tm300_tempzet2	InnoDB	0
tm300_tempzeta	InnoDB	0
tm300_tickesus	InnoDB	0
tm300_tickpag	InnoDB	0
tm300_ticktem	InnoDB	0
tm300_zetaresp	InnoDB	0
toolbar_gesanada	InnoDB	2
toolbar_gesbanco	InnoDB	12
toolbar_gescentr	InnoDB	5
toolbar_gescomed	InnoDB	7
toolbar_gescompr	InnoDB	9
toolbar_gescomtm	InnoDB	8
toolbar_gesconco	InnoDB	5
toolbar_gesconta	InnoDB	8
toolbar_gesdrugs	InnoDB	4
toolbar_gesestad	InnoDB	3
toolbar_gesfactu	InnoDB	11
toolbar_gesfarma	InnoDB	44
toolbar_geshormi	InnoDB	5
toolbar_geshotel	InnoDB	6
toolbar_geslittl	InnoDB	14
toolbar_gesmante	InnoDB	6
toolbar_gesobras	InnoDB	9
toolbar_gesperso	InnoDB	13
toolbar_gesplay2	InnoDB	3
toolbar_gesplaya	InnoDB	4
toolbar_gesprove	InnoDB	7
toolbar_gesrrhhs	InnoDB	3
toolbar_gessingl	InnoDB	40
toolbar_gessqlma	InnoDB	5
toolbar_gesstock	InnoDB	12
toolbar_gessueld	InnoDB	5
toolbar_gestalle	InnoDB	4
toolbar_gestm300	InnoDB	7
toolbar_gesventa	InnoDB	9
trazabil_anmatdet	InnoDB	0
trazabil_anmattrm	InnoDB	0
trazabil_artiseri	InnoDB	0
trazabil_clascltr	InnoDB	0
trazabil_clasdrtr	InnoDB	0
trazabil_clasitra	InnoDB	15
trazabil_clasprtr	InnoDB	0
trazabil_evenpart	InnoDB	0
trazabil_eventtra	InnoDB	496
trazabil_fichatra	InnoDB	0
trazabil_merma	InnoDB	0
trazabil_mermasca	InnoDB	0
trazabil_myconfws	InnoDB	0
trazabil_nocrvgln	InnoDB	0
trazabil_paramtra	InnoDB	0
trazabil_remivgln	InnoDB	0
trazabil_rowainde	InnoDB	0
trazabil_rowainpu	InnoDB	0
trazabil_rowareci	InnoDB	0
trazabil_rowasent	InnoDB	0
trazabil_rowinreq	InnoDB	0
trazabil_trglncli	InnoDB	0
trazabil_trglnpro	InnoDB	0
trazabil_trmeddet	InnoDB	0
trazabil_trmedent	InnoDB	5
trazabil_wsetdata	InnoDB	0
trazabil_wsextern	InnoDB	2
ventas_alicuiva	InnoDB	3
ventas_auremdev	InnoDB	0
ventas_blkcampa	InnoDB	0
ventas_cambiant	InnoDB	0
ventas_cambides	InnoDB	0
ventas_cambimer	InnoDB	0
ventas_camcliar	InnoDB	0
ventas_carcageo	InnoDB	0
ventas_cargamod	InnoDB	0
ventas_cargeore	InnoDB	0
ventas_chanseni	InnoDB	0
ventas_clareman	InnoDB	0
ventas_claspres	InnoDB	0
ventas_clasrepa	InnoDB	0
ventas_clienda	InnoDB	0
ventas_clientql	InnoDB	207
ventas_clipvfac	InnoDB	0
ventas_clisalte	InnoDB	0
ventas_clitem	InnoDB	0
ventas_cliultim	InnoDB	0
ventas_coemarca	InnoDB	0
ventas_colaimp	InnoDB	0
ventas_comcorte	InnoDB	0
ventas_comidesc	InnoDB	0
ventas_comitar	InnoDB	0
ventas_compennc	InnoDB	0
ventas_confmasi	InnoDB	0
ventas_corsusdw	InnoDB	0
ventas_corsusup	InnoDB	0
ventas_cortefin	InnoDB	0
ventas_corteori	InnoDB	0
ventas_corterep	InnoDB	0
ventas_costbene	InnoDB	0
ventas_credides	InnoDB	0
ventas_detarelo	InnoDB	0
ventas_dialicli	InnoDB	0
ventas_docucesi	InnoDB	0
ventas_estlogir	InnoDB	0
ventas_exedojsn	InnoDB	0
ventas_facfinan	InnoDB	0
ventas_facrem	InnoDB	0
ventas_facsenia	InnoDB	0
ventas_facsocma	InnoDB	0
ventas_factzeta	InnoDB	0
ventas_fecaeapv	InnoDB	0
ventas_fecrerem	InnoDB	0
ventas_felineas	InnoDB	0
ventas_fexicote	InnoDB	13
ventas_ficdetco	InnoDB	0
ventas_fichacli	InnoDB	0
ventas_fichalog	InnoDB	0
ventas_fichaprs	InnoDB	0
ventas_ficpenca	InnoDB	0
ventas_ficpencr	InnoDB	0
ventas_fipunciu	InnoDB	0
ventas_garantia	InnoDB	0
ventas_grupocli	InnoDB	0
ventas_grupos	InnoDB	0
ventas_histocon	InnoDB	0
ventas_iibbclij	InnoDB	0
ventas_iibbfact	InnoDB	0
ventas_iibbjuri	InnoDB	0
ventas_imprelis	InnoDB	0
ventas_ivavdbf	InnoDB	0
ventas_ivaven2	InnoDB	0
ventas_ivaverot	InnoDB	0
ventas_lineas	InnoDB	0
ventas_lisperso	InnoDB	1
ventas_listas	InnoDB	4
ventas_mediopag	InnoDB	14
ventas_mobbexpa	InnoDB	0
ventas_notapedi	InnoDB	0
ventas_obsecami	InnoDB	0
ventas_pagopunt	InnoDB	0
ventas_paramse	InnoDB	0
ventas_paramve2	InnoDB	1
ventas_paramve3	InnoDB	7
ventas_pedinota	InnoDB	0
ventas_pensenia	InnoDB	0
ventas_pointrou	InnoDB	0
ventas_presumul	InnoDB	0
ventas_recdesig	InnoDB	0
ventas_recfixde	InnoDB	0
ventas_recibfix	InnoDB	0
ventas_recilote	InnoDB	0
ventas_relfacfa	InnoDB	0
ventas_relsolpr	InnoDB	0
ventas_remcarne	InnoDB	0
ventas_remdesig	InnoDB	1
ventas_remicali	InnoDB	0
ventas_remitem	InnoDB	0
ventas_rencarne	InnoDB	0
ventas_rencarte	InnoDB	0
ventas_renfalot	InnoDB	0
ventas_renfaxre	InnoDB	0
ventas_renglosp	InnoDB	0
ventas_rensolpr	InnoDB	0
ventas_resdetve	InnoDB	0
ventas_resexven	InnoDB	0
ventas_resudeta	InnoDB	0
ventas_resuvend	InnoDB	0
ventas_rfadatos	InnoDB	0
ventas_routecar	InnoDB	0
ventas_rpeivart	InnoDB	0
ventas_seguient	InnoDB	0
ventas_signconf	InnoDB	0
ventas_simplcar	InnoDB	0
ventas_sispunac	InnoDB	0
ventas_sispuncl	InnoDB	0
ventas_sispunex	InnoDB	1
ventas_solanude	InnoDB	0
ventas_solanurm	InnoDB	0
ventas_solipres	InnoDB	0
ventas_soluiva	InnoDB	0
ventas_sumaiva	InnoDB	0
ventas_trackfac	InnoDB	0
ventas_tracksta	InnoDB	0
ventas_tranmepa	InnoDB	0
ventas_vendedor	InnoDB	2
ventas_ventcarg	InnoDB	0
ventas_zetinres	InnoDB	0
weblive_artimeli	InnoDB	0
weblive_artipres	InnoDB	0
weblive_artitinu	InnoDB	0
weblive_artiwooc	InnoDB	0
weblive_artwebde	InnoDB	0
weblive_blokpres	InnoDB	0
weblive_catalult	InnoDB	0
weblive_choiurls	InnoDB	8
weblive_exchange	InnoDB	0
weblive_facecore	InnoDB	320
weblive_meliurls	InnoDB	1
weblive_mltokens	InnoDB	0
weblive_orderblk	InnoDB	0
weblive_parampor	InnoDB	0
weblive_paramweb	InnoDB	0
weblive_pendimel	InnoDB	0
weblive_pendiprs	InnoDB	0
weblive_psartcat	InnoDB	0
weblive_psartica	InnoDB	0
weblive_psartid	InnoDB	0
weblive_psartima	InnoDB	0
weblive_psgestat	InnoDB	0
weblive_psuseres	InnoDB	0
weblive_tinuaudi	InnoDB	0
weblive_tinuvari	InnoDB	0
weblive_webpreci	InnoDB	0
weblive_whaturls	InnoDB	1
workflow_estaobj	InnoDB	0
workflow_estobjwf	InnoDB	0
workflow_objetowf	InnoDB	0
workflow_paramwf	InnoDB	1
workflow_wobjeto	InnoDB	0
Tabla	Columna	Posicion	Tipo Detallado	Acepta Nulo	Key	Valor por Defecto
agenda_cartas	KeyID	1	bigint(20)	NO	PRI	NULL
agenda_cartas	CTIT	2	varchar(50)	YES		NULL
agenda_cartas	CTEX	3	longblob	YES		NULL
agenda_categoa	KeyID	1	bigint(20)	NO	PRI	NULL
agenda_categoa	CCOD	2	varchar(2)	YES	MUL	NULL
agenda_categoa	CDES	3	varchar(30)	YES	MUL	NULL
agenda_categoa	CPARTE	4	varchar(9)	YES	MUL	NULL
agenda_categoa	CHORA	5	varchar(5)	YES		NULL
agenda_categoa	CIDOL	6	varchar(2)	YES		NULL
agenda_categoa	CUCOD	7	varchar(8)	YES		NULL
agenda_dialaudi	KeyID	1	bigint(20)	NO	PRI	NULL
agenda_dialaudi	DDOC	2	varchar(4)	YES		NULL
agenda_dialaudi	DDIALOG	3	longblob	YES		NULL
agenda_dialaudi	DSTATE	4	varchar(1)	YES		NULL
agenda_dialaudi	DPARTE	5	varchar(8)	YES	MUL	NULL
agenda_dialaudi	DHORA	6	varchar(8)	YES		NULL
agenda_dialaudi	DIDOL	7	varchar(2)	YES		NULL
agenda_dialaudi	DUCOD	8	varchar(8)	YES	UNI	NULL
agenda_dialogo	KeyID	1	bigint(20)	NO	PRI	NULL
agenda_dialogo	DDOC	2	varchar(4)	YES		NULL
agenda_dialogo	DDIALOG	3	longblob	YES		NULL
agenda_dialogo	DSTATE	4	varchar(1)	YES	MUL	NULL
agenda_dialogo	DPARTE	5	varchar(9)	YES	MUL	NULL
agenda_dialogo	DHORA	6	varchar(5)	YES		NULL
agenda_dialogo	DIDOL	7	varchar(2)	YES		NULL
agenda_dialogo	DUCOD	8	varchar(8)	YES	UNI	NULL
agenda_mails	KeyID	1	bigint(20)	NO	PRI	NULL
agenda_mails	MFECHA	2	date	YES		NULL
agenda_mails	MUSER	3	varchar(2)	YES		NULL
agenda_mails	MPARTE	4	varchar(9)	YES		NULL
agenda_mails	MLEIDO	5	tinyint(1)	YES		NULL
agenda_mails	MASUNTO	6	varchar(100)	YES		NULL
agenda_mails	MCUERPO	7	longblob	YES		NULL
agenda_names	KeyID	1	bigint(20)	NO	PRI	NULL
agenda_names	NNOM	2	varchar(30)	YES	MUL	NULL
agenda_names	NDIR	3	varchar(30)	YES	MUL	NULL
agenda_names	NTEL	4	varchar(20)	YES		NULL
agenda_names	NLOC	5	varchar(25)	YES		NULL
agenda_names	NCP	6	varchar(8)	YES		NULL
agenda_names	NPARTE	7	varchar(9)	YES	MUL	NULL
agenda_names	NCATEGO	8	varchar(2)	YES		NULL
agenda_names	NHORA	9	varchar(5)	YES		NULL
agenda_names	NIDOL	10	varchar(2)	YES		NULL
agenda_paramage	KeyID	1	bigint(20)	NO	PRI	NULL
agenda_paramage	PVERTI	2	decimal(5,0)	YES		NULL
agenda_paramage	PHORI	3	decimal(5,0)	YES		NULL
agenda_paramage	PLINE	4	decimal(5,0)	YES		NULL
agenda_paramage	PANCHO	5	decimal(6,0)	YES		NULL
agenda_paramage	PCOPIAS	6	decimal(5,0)	YES		NULL
agenda_paramage	PREP	7	decimal(5,0)	YES		NULL
agenda_paramage	PLINPAG	8	decimal(6,0)	YES		NULL
agenda_paramage	PVERTISO	9	decimal(6,0)	YES		NULL
agenda_paramage	PHORISO	10	decimal(6,0)	YES		NULL
agenda_paramage	PCATE	11	decimal(5,0)	YES		NULL
agenda_paramage	PCATA	12	decimal(5,0)	YES		NULL
agenda_paramage	PAPAISADO	13	tinyint(1)	YES		NULL
android_docusign	KeyID	1	bigint(20)	NO	PRI	NULL
android_docusign	DPARTE	2	varchar(9)	YES	MUL	NULL
android_docusign	DIDOL	3	varchar(2)	YES		NULL
