Tabla	Motor (Engine)	Filas Estimadas
toolbar_gesdrugs	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gesdrugs	GCOD	2	varchar(6)	YES		NULL
toolbar_gesdrugs	GANCES	3	varchar(6)	YES		NULL
toolbar_gesdrugs	GPROCE	4	varchar(30)	YES		NULL
toolbar_gesdrugs	GNAME	5	varchar(15)	YES		NULL
toolbar_gesdrugs	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gesdrugs	GDESC	7	varchar(40)	YES		NULL
toolbar_gesdrugs	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gesestad	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gesestad	GCOD	2	varchar(6)	YES		NULL
toolbar_gesestad	GANCES	3	varchar(6)	YES		NULL
toolbar_gesestad	GPROCE	4	varchar(30)	YES		NULL
toolbar_gesestad	GNAME	5	varchar(15)	YES		NULL
toolbar_gesestad	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gesestad	GDESC	7	varchar(40)	YES		NULL
toolbar_gesestad	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gesfactu	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gesfactu	GCOD	2	varchar(6)	YES		NULL
toolbar_gesfactu	GANCES	3	varchar(6)	YES		NULL
toolbar_gesfactu	GPROCE	4	varchar(30)	YES		NULL
toolbar_gesfactu	GNAME	5	varchar(15)	YES		NULL
toolbar_gesfactu	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gesfactu	GDESC	7	varchar(40)	YES		NULL
toolbar_gesfactu	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gesfarma	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gesfarma	GCOD	2	varchar(6)	YES		NULL
toolbar_gesfarma	GANCES	3	varchar(6)	YES		NULL
toolbar_gesfarma	GPROCE	4	varchar(30)	YES		NULL
toolbar_gesfarma	GNAME	5	varchar(15)	YES		NULL
toolbar_gesfarma	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gesfarma	GDESC	7	varchar(40)	YES		NULL
toolbar_gesfarma	GIMANOM	8	varchar(15)	YES		NULL
toolbar_geshormi	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_geshormi	GCOD	2	varchar(6)	YES		NULL
toolbar_geshormi	GANCES	3	varchar(6)	YES		NULL
toolbar_geshormi	GPROCE	4	varchar(30)	YES		NULL
toolbar_geshormi	GNAME	5	varchar(15)	YES		NULL
toolbar_geshormi	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_geshormi	GDESC	7	varchar(40)	YES		NULL
toolbar_geshormi	GIMANOM	8	varchar(15)	YES		NULL
toolbar_geshotel	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_geshotel	GCOD	2	varchar(6)	YES		NULL
toolbar_geshotel	GANCES	3	varchar(6)	YES		NULL
toolbar_geshotel	GPROCE	4	varchar(30)	YES		NULL
toolbar_geshotel	GNAME	5	varchar(15)	YES		NULL
toolbar_geshotel	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_geshotel	GDESC	7	varchar(40)	YES		NULL
toolbar_geshotel	GIMANOM	8	varchar(15)	YES		NULL
toolbar_geslittl	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_geslittl	GCOD	2	varchar(6)	YES		NULL
toolbar_geslittl	GANCES	3	varchar(6)	YES		NULL
toolbar_geslittl	GPROCE	4	varchar(30)	YES		NULL
toolbar_geslittl	GNAME	5	varchar(15)	YES		NULL
toolbar_geslittl	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_geslittl	GDESC	7	varchar(40)	YES		NULL
toolbar_geslittl	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gesmante	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gesmante	GCOD	2	varchar(6)	YES		NULL
toolbar_gesmante	GANCES	3	varchar(6)	YES		NULL
toolbar_gesmante	GPROCE	4	varchar(30)	YES		NULL
toolbar_gesmante	GNAME	5	varchar(15)	YES		NULL
toolbar_gesmante	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gesmante	GDESC	7	varchar(40)	YES		NULL
toolbar_gesmante	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gesobras	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gesobras	GCOD	2	varchar(6)	YES		NULL
toolbar_gesobras	GANCES	3	varchar(6)	YES		NULL
toolbar_gesobras	GPROCE	4	varchar(30)	YES		NULL
toolbar_gesobras	GNAME	5	varchar(15)	YES		NULL
toolbar_gesobras	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gesobras	GDESC	7	varchar(40)	YES		NULL
toolbar_gesobras	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gesperso	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gesperso	GCOD	2	varchar(6)	YES		NULL
toolbar_gesperso	GANCES	3	varchar(6)	YES		NULL
toolbar_gesperso	GPROCE	4	varchar(30)	YES		NULL
toolbar_gesperso	GNAME	5	varchar(15)	YES		NULL
toolbar_gesperso	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gesperso	GDESC	7	varchar(40)	YES		NULL
toolbar_gesperso	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gesplay2	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gesplay2	GCOD	2	varchar(6)	YES		NULL
toolbar_gesplay2	GANCES	3	varchar(6)	YES		NULL
toolbar_gesplay2	GPROCE	4	varchar(30)	YES		NULL
toolbar_gesplay2	GNAME	5	varchar(15)	YES		NULL
toolbar_gesplay2	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gesplay2	GDESC	7	varchar(40)	YES		NULL
toolbar_gesplay2	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gesplaya	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gesplaya	GCOD	2	varchar(6)	YES		NULL
toolbar_gesplaya	GANCES	3	varchar(6)	YES		NULL
toolbar_gesplaya	GPROCE	4	varchar(30)	YES		NULL
toolbar_gesplaya	GNAME	5	varchar(15)	YES		NULL
toolbar_gesplaya	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gesplaya	GDESC	7	varchar(40)	YES		NULL
toolbar_gesplaya	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gesprove	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gesprove	GCOD	2	varchar(6)	YES		NULL
toolbar_gesprove	GANCES	3	varchar(6)	YES		NULL
toolbar_gesprove	GPROCE	4	varchar(30)	YES		NULL
toolbar_gesprove	GNAME	5	varchar(15)	YES		NULL
toolbar_gesprove	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gesprove	GDESC	7	varchar(40)	YES		NULL
toolbar_gesprove	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gesrrhhs	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gesrrhhs	GCOD	2	varchar(6)	YES		NULL
toolbar_gesrrhhs	GANCES	3	varchar(6)	YES		NULL
toolbar_gesrrhhs	GPROCE	4	varchar(30)	YES		NULL
toolbar_gesrrhhs	GNAME	5	varchar(15)	YES		NULL
toolbar_gesrrhhs	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gesrrhhs	GDESC	7	varchar(40)	YES		NULL
toolbar_gesrrhhs	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gessingl	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gessingl	GCOD	2	varchar(6)	YES		NULL
toolbar_gessingl	GANCES	3	varchar(6)	YES		NULL
toolbar_gessingl	GPROCE	4	varchar(30)	YES		NULL
toolbar_gessingl	GNAME	5	varchar(15)	YES		NULL
toolbar_gessingl	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gessingl	GDESC	7	varchar(40)	YES		NULL
toolbar_gessingl	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gessqlma	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gessqlma	GCOD	2	varchar(6)	YES		NULL
toolbar_gessqlma	GANCES	3	varchar(6)	YES		NULL
toolbar_gessqlma	GPROCE	4	varchar(30)	YES		NULL
toolbar_gessqlma	GNAME	5	varchar(15)	YES		NULL
toolbar_gessqlma	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gessqlma	GDESC	7	varchar(40)	YES		NULL
toolbar_gessqlma	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gesstock	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gesstock	GCOD	2	varchar(6)	YES		NULL
toolbar_gesstock	GANCES	3	varchar(6)	YES		NULL
toolbar_gesstock	GPROCE	4	varchar(30)	YES		NULL
toolbar_gesstock	GNAME	5	varchar(15)	YES		NULL
toolbar_gesstock	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gesstock	GDESC	7	varchar(40)	YES		NULL
toolbar_gesstock	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gessueld	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gessueld	GCOD	2	varchar(6)	YES		NULL
toolbar_gessueld	GANCES	3	varchar(6)	YES		NULL
toolbar_gessueld	GPROCE	4	varchar(30)	YES		NULL
toolbar_gessueld	GNAME	5	varchar(15)	YES		NULL
toolbar_gessueld	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gessueld	GDESC	7	varchar(40)	YES		NULL
toolbar_gessueld	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gestalle	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gestalle	GCOD	2	varchar(6)	YES		NULL
toolbar_gestalle	GANCES	3	varchar(6)	YES		NULL
toolbar_gestalle	GPROCE	4	varchar(30)	YES		NULL
toolbar_gestalle	GNAME	5	varchar(15)	YES		NULL
toolbar_gestalle	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gestalle	GDESC	7	varchar(40)	YES		NULL
toolbar_gestalle	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gestm300	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gestm300	GCOD	2	varchar(6)	YES		NULL
toolbar_gestm300	GANCES	3	varchar(6)	YES		NULL
toolbar_gestm300	GPROCE	4	varchar(30)	YES		NULL
toolbar_gestm300	GNAME	5	varchar(15)	YES		NULL
toolbar_gestm300	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gestm300	GDESC	7	varchar(40)	YES		NULL
toolbar_gestm300	GIMANOM	8	varchar(15)	YES		NULL
toolbar_gesventa	KeyID	1	bigint(20)	NO	PRI	NULL
toolbar_gesventa	GCOD	2	varchar(6)	YES		NULL
toolbar_gesventa	GANCES	3	varchar(6)	YES		NULL
toolbar_gesventa	GPROCE	4	varchar(30)	YES		NULL
toolbar_gesventa	GNAME	5	varchar(15)	YES		NULL
toolbar_gesventa	GIMAGEN	6	decimal(5,0)	YES		NULL
toolbar_gesventa	GDESC	7	varchar(40)	YES		NULL
toolbar_gesventa	GIMANOM	8	varchar(15)	YES		NULL
trazabil_anmatdet	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_anmatdet	APARTE	2	varchar(9)	YES	MUL	NULL
trazabil_anmatdet	AIDOL	3	varchar(2)	YES		NULL
trazabil_anmatdet	AHORA	4	varchar(5)	YES		NULL
trazabil_anmatdet	AUCOD	5	varchar(8)	YES	UNI	NULL
trazabil_anmatdet	ACODTRA	6	varchar(8)	YES	MUL	NULL
trazabil_anmatdet	AGTIN	7	varchar(14)	YES		NULL
trazabil_anmatdet	AVENCI	8	date	YES		NULL
trazabil_anmatdet	ALOTE	9	varchar(16)	YES		NULL
trazabil_anmatdet	ASERIE	10	varchar(20)	YES		NULL
trazabil_anmatdet	ACODFIC	11	varchar(8)	YES	MUL	NULL
trazabil_anmatdet	ARESULT	12	tinyint(1)	YES		NULL
trazabil_anmatdet	ACODTRAN	13	varchar(10)	YES		NULL
trazabil_anmatdet	AMSJ	14	varchar(111)	YES		NULL
trazabil_anmattrm	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_anmattrm	APARTE	2	varchar(9)	YES	MUL	NULL
trazabil_anmattrm	AIDOL	3	varchar(2)	YES		NULL
trazabil_anmattrm	AHORA	4	varchar(5)	YES		NULL
trazabil_anmattrm	AUCOD	5	varchar(8)	YES	UNI	NULL
trazabil_anmattrm	AUSER	6	varchar(2)	YES		NULL
trazabil_anmattrm	ARESULT	7	tinyint(1)	YES		NULL
trazabil_anmattrm	AMSJ	8	longblob	YES		NULL
trazabil_anmattrm	AFECHA	9	date	YES	MUL	NULL
trazabil_anmattrm	AREMITO	10	varchar(12)	YES		NULL
trazabil_anmattrm	AFACTURA	11	varchar(12)	YES		NULL
trazabil_anmattrm	AEVENTO	12	varchar(10)	YES		NULL
trazabil_anmattrm	AGLNORI	13	varchar(13)	YES		NULL
trazabil_anmattrm	ACUITORI	14	varchar(13)	YES		NULL
trazabil_anmattrm	AGLNDES	15	varchar(13)	YES		NULL
trazabil_anmattrm	ACUITDES	16	varchar(13)	YES		NULL
trazabil_anmattrm	ACODTRAN	17	varchar(10)	YES		NULL
trazabil_anmattrm	ACOMANDO	18	varchar(11)	YES		NULL
trazabil_anmattrm	ASYSTRA	19	varchar(8)	YES		NULL
trazabil_artiseri	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_artiseri	APARTE	2	varchar(9)	YES	MUL	NULL
trazabil_artiseri	AIDOL	3	varchar(2)	YES		NULL
trazabil_artiseri	AHORA	4	varchar(5)	YES		NULL
trazabil_artiseri	AUCOD	5	varchar(8)	YES	UNI	NULL
trazabil_artiseri	AART	6	varchar(7)	YES	MUL	NULL
trazabil_artiseri	ASERI	7	varchar(20)	YES		NULL
trazabil_artiseri	ADEST	8	varchar(8)	YES		NULL
trazabil_artiseri	ATDEST	9	varchar(1)	YES		NULL
trazabil_artiseri	AULTMOV	10	date	YES		NULL
trazabil_artiseri	ALOTE	11	varchar(16)	YES		NULL
trazabil_artiseri	AVENC	12	date	YES		NULL
trazabil_artiseri	ASAUX	13	decimal(16,3)	YES		NULL
trazabil_artiseri	ARACK	14	varchar(8)	YES		NULL
trazabil_artiseri	AFIL	15	varchar(3)	YES		NULL
trazabil_artiseri	ACOL	16	varchar(3)	YES		NULL
trazabil_clascltr	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_clascltr	CPARTE	2	varchar(9)	YES	MUL	NULL
trazabil_clascltr	CIDOL	3	varchar(2)	YES		NULL
trazabil_clascltr	CHORA	4	varchar(5)	YES		NULL
trazabil_clascltr	CUCOD	5	varchar(8)	YES	UNI	NULL
trazabil_clascltr	CCLI	6	varchar(7)	YES	MUL	NULL
trazabil_clascltr	CCODWS	7	varchar(8)	YES	MUL	NULL
trazabil_clascltr	CCODCLAS	8	varchar(10)	YES		NULL
trazabil_clascltr	CGLN	9	varchar(13)	YES		NULL
trazabil_clasdrtr	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_clasdrtr	CPARTE	2	varchar(9)	YES	MUL	NULL
trazabil_clasdrtr	CIDOL	3	varchar(2)	YES		NULL
trazabil_clasdrtr	CHORA	4	varchar(5)	YES		NULL
trazabil_clasdrtr	CUCOD	5	varchar(8)	YES	UNI	NULL
trazabil_clasdrtr	CUSER	6	varchar(2)	YES		NULL
trazabil_clasdrtr	CDROG	7	varchar(8)	YES	MUL	NULL
trazabil_clasdrtr	CCODWS	8	varchar(8)	YES	MUL	NULL
trazabil_clasdrtr	CCODCLAS	9	varchar(10)	YES		NULL
trazabil_clasitra	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_clasitra	CPARTE	2	varchar(9)	YES		NULL
trazabil_clasitra	CHORA	3	varchar(5)	YES		NULL
trazabil_clasitra	CCOD	4	varchar(10)	YES		NULL
trazabil_clasitra	CDESC	5	varchar(50)	YES		NULL
trazabil_clasitra	CCODWS	6	varchar(8)	YES		NULL
trazabil_clasprtr	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_clasprtr	CPARTE	2	varchar(9)	YES	MUL	NULL
trazabil_clasprtr	CIDOL	3	varchar(2)	YES		NULL
trazabil_clasprtr	CHORA	4	varchar(5)	YES		NULL
trazabil_clasprtr	CUCOD	5	varchar(8)	YES	UNI	NULL
trazabil_clasprtr	CPRO	6	varchar(6)	YES	MUL	NULL
trazabil_clasprtr	CCODWS	7	varchar(8)	YES	MUL	NULL
trazabil_clasprtr	CCODCLAS	8	varchar(10)	YES		NULL
trazabil_clasprtr	CGLN	9	varchar(13)	YES		NULL
trazabil_evenpart	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_evenpart	EPARTE	2	varchar(9)	YES	MUL	NULL
trazabil_evenpart	EIDOL	3	varchar(2)	YES		NULL
trazabil_evenpart	EHORA	4	varchar(5)	YES		NULL
trazabil_evenpart	EUCOD	5	varchar(8)	YES	MUL	NULL
trazabil_evenpart	EUSER	6	varchar(2)	YES		NULL
trazabil_evenpart	ECODEVN	7	varchar(10)	YES		NULL
trazabil_evenpart	ECODWS	8	varchar(8)	YES	MUL	NULL
trazabil_evenpart	ECODDOC	9	varchar(4)	YES		NULL
trazabil_evenpart	ECODORIDES	10	varchar(8)	YES		NULL
trazabil_eventtra	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_eventtra	EPARTE	2	varchar(9)	YES		NULL
trazabil_eventtra	EHORA	3	varchar(5)	YES		NULL
trazabil_eventtra	ECOD	4	varchar(10)	YES		NULL
trazabil_eventtra	EDESC	5	varchar(200)	YES		NULL
trazabil_eventtra	ECODWS	6	varchar(8)	YES		NULL
trazabil_eventtra	ECODMOV	7	varchar(3)	YES		NULL
trazabil_eventtra	ECODINF	8	varchar(10)	YES		NULL
trazabil_eventtra	ECODORI	9	varchar(10)	YES		NULL
trazabil_eventtra	ECODDES	10	varchar(10)	YES		NULL
trazabil_eventtra	EMOV	11	varchar(12)	YES		NULL
trazabil_fichatra	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_fichatra	FPARTE	2	varchar(9)	YES	MUL	NULL
trazabil_fichatra	FIDOL	3	varchar(2)	YES		NULL
trazabil_fichatra	FHORA	4	varchar(5)	YES		NULL
trazabil_fichatra	FUCOD	5	varchar(8)	YES	UNI	NULL
trazabil_fichatra	FUSER	6	varchar(2)	YES		NULL
trazabil_fichatra	FART	7	varchar(7)	YES	MUL	NULL
trazabil_fichatra	FSERIE	8	varchar(20)	YES		NULL
trazabil_fichatra	FSTATE	9	varchar(1)	YES		NULL
trazabil_fichatra	FLOTE	10	varchar(16)	YES		NULL
trazabil_fichatra	FVENC	11	date	YES		NULL
trazabil_fichatra	FATRI1	12	varchar(5)	YES		NULL
trazabil_fichatra	FATRI2	13	decimal(5,0)	YES		NULL
trazabil_fichatra	FFECHA	14	date	YES	MUL	NULL
trazabil_fichatra	FORI	15	varchar(8)	YES	MUL	NULL
trazabil_fichatra	FTORI	16	varchar(1)	YES		NULL
trazabil_fichatra	FGLNORI	17	varchar(13)	YES	MUL	NULL
trazabil_fichatra	FDES	18	varchar(8)	YES	MUL	NULL
trazabil_fichatra	FTDES	19	varchar(1)	YES		NULL
trazabil_fichatra	FGLNDES	20	varchar(13)	YES	MUL	NULL
trazabil_fichatra	FTIPMOV	21	varchar(1)	YES		NULL
trazabil_fichatra	FDOCU	22	varchar(8)	YES		NULL
trazabil_fichatra	FRENDOC	23	varchar(2)	YES		NULL
trazabil_fichatra	FTIPDOC	24	varchar(3)	YES	MUL	NULL
trazabil_fichatra	FGTIN	25	varchar(14)	YES		NULL
trazabil_fichatra	FNUMDOC	26	varchar(13)	YES		NULL
trazabil_fichatra	FSAUX	27	decimal(16,3)	YES		NULL
trazabil_fichatra	FRACK	28	varchar(8)	YES		NULL
trazabil_fichatra	FFIL	29	varchar(3)	YES		NULL
trazabil_fichatra	FCOL	30	varchar(3)	YES		NULL
trazabil_fichatra	FFILTER	31	tinyint(1)	YES		NULL
trazabil_merma	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_merma	MPARTE	2	varchar(9)	YES	MUL	NULL
trazabil_merma	MIDOL	3	varchar(2)	YES		NULL
trazabil_merma	MHORA	4	varchar(5)	YES		NULL
trazabil_merma	MUCOD	5	varchar(8)	YES	UNI	NULL
trazabil_merma	MUSER	6	varchar(2)	YES		NULL
trazabil_merma	MART	7	varchar(7)	YES	MUL	NULL
trazabil_merma	MSERI	8	varchar(20)	YES		NULL
trazabil_merma	MMERMA	9	decimal(16,3)	YES		NULL
trazabil_merma	MTIDO	10	varchar(3)	YES		NULL
trazabil_merma	MCODOC	11	varchar(8)	YES		NULL
trazabil_merma	MAJUSTADO	12	tinyint(1)	YES		NULL
trazabil_merma	MFECHA	13	date	YES	MUL	NULL
trazabil_mermasca	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_mermasca	MPARTE	2	varchar(9)	YES	MUL	NULL
trazabil_mermasca	MIDOL	3	varchar(2)	YES		NULL
trazabil_mermasca	MHORA	4	varchar(5)	YES		NULL
trazabil_mermasca	MUCOD	5	varchar(8)	YES	UNI	NULL
trazabil_mermasca	MUSER	6	varchar(2)	YES		NULL
trazabil_mermasca	MART	7	varchar(7)	YES	MUL	NULL
trazabil_mermasca	MDESDE	8	decimal(18,3)	YES		NULL
trazabil_mermasca	MHASTA	9	decimal(18,3)	YES		NULL
trazabil_mermasca	MCOEMER	10	decimal(15,3)	YES		NULL
trazabil_mermasca	MTIPO	11	varchar(1)	YES		NULL
trazabil_myconfws	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_myconfws	MCODWS	2	varchar(8)	YES	MUL	NULL
trazabil_myconfws	MCODCLAS	3	varchar(10)	YES		NULL
trazabil_myconfws	MSUC	4	varchar(2)	YES		NULL
trazabil_nocrvgln	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_nocrvgln	RPARTE	2	varchar(9)	YES	MUL	NULL
trazabil_nocrvgln	RIDOL	3	varchar(2)	YES		NULL
trazabil_nocrvgln	RHORA	4	varchar(5)	YES		NULL
trazabil_nocrvgln	RUCOD	5	varchar(8)	YES	MUL	NULL
trazabil_nocrvgln	RUSER	6	varchar(2)	YES		NULL
trazabil_nocrvgln	RCODNC	7	varchar(8)	YES	MUL	NULL
trazabil_nocrvgln	RGLN	8	varchar(13)	YES		NULL
trazabil_nocrvgln	RCLI	9	varchar(7)	YES		NULL
trazabil_nocrvgln	ROBS	10	varchar(80)	YES		NULL
trazabil_paramtra	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_paramtra	PACTITRAZ	2	tinyint(1)	YES		NULL
trazabil_paramtra	PGLN	3	varchar(13)	YES		NULL
trazabil_paramtra	PSUC	4	varchar(2)	YES		NULL
trazabil_paramtra	PDETTRAREM	5	tinyint(1)	YES		NULL
trazabil_paramtra	PHORAROWA	6	varchar(8)	YES		NULL
trazabil_remivgln	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_remivgln	RPARTE	2	varchar(9)	YES	MUL	NULL
trazabil_remivgln	RIDOL	3	varchar(2)	YES		NULL
trazabil_remivgln	RHORA	4	varchar(5)	YES		NULL
trazabil_remivgln	RUCOD	5	varchar(8)	YES	UNI	NULL
trazabil_remivgln	RUSER	6	varchar(2)	YES		NULL
trazabil_remivgln	RREMI	7	varchar(8)	YES	MUL	NULL
trazabil_remivgln	RGLN	8	varchar(13)	YES		NULL
trazabil_remivgln	RCLI	9	varchar(7)	YES		NULL
trazabil_remivgln	ROBS	10	varchar(80)	YES		NULL
trazabil_rowainde	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_rowainde	RPARTE	2	varchar(9)	YES	MUL	NULL
trazabil_rowainde	RIDOL	3	varchar(2)	YES		NULL
trazabil_rowainde	RHORA	4	varchar(5)	YES		NULL
trazabil_rowainde	RUCOD	5	varchar(8)	YES	MUL	NULL
trazabil_rowainde	RUSER	6	varchar(2)	YES		NULL
trazabil_rowainde	ROUTPUT	7	varchar(8)	YES	MUL	NULL
trazabil_rowainde	RPACKID	8	decimal(18,0)	YES		NULL
trazabil_rowainde	RBATCH	9	varchar(50)	YES		NULL
trazabil_rowainde	REXPIRE	10	date	YES		NULL
trazabil_rowainde	RSERIAL	11	varchar(100)	YES		NULL
trazabil_rowainpu	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_rowainpu	RPARTE	2	varchar(9)	YES	MUL	NULL
trazabil_rowainpu	RIDOL	3	varchar(2)	YES		NULL
trazabil_rowainpu	RHORA	4	varchar(5)	YES		NULL
trazabil_rowainpu	RUCOD	5	varchar(8)	YES	MUL	NULL
trazabil_rowainpu	RUSER	6	varchar(2)	YES		NULL
trazabil_rowainpu	RID	7	decimal(18,0)	YES		NULL
trazabil_rowainpu	RREQUEST	8	text	YES		NULL
trazabil_rowainpu	RRESPONSE	9	text	YES		NULL
trazabil_rowainpu	RMESSAGE	10	text	YES		NULL
trazabil_rowainpu	ROK	11	tinyint(1)	YES	MUL	NULL
trazabil_rowainpu	RSTATE	12	varchar(1)	YES		NULL
trazabil_rowainpu	RRESULT	13	varchar(30)	YES		NULL
trazabil_rowainpu	RFAC	14	varchar(8)	YES	MUL	NULL
trazabil_rowainpu	RREN	15	varchar(2)	YES		NULL
trazabil_rowainpu	RART	16	varchar(7)	YES		NULL
trazabil_rowainpu	RCAN	17	decimal(18,3)	YES		NULL
trazabil_rowainpu	RITID	18	decimal(6,0)	YES	MUL	NULL
trazabil_rowainpu	RDEPEX	19	varchar(2)	YES		NULL
trazabil_rowainpu	RSALIDA	20	decimal(6,0)	YES		NULL
trazabil_rowainpu	RFINALCAN	21	decimal(18,3)	YES		NULL
trazabil_rowareci	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_rowareci	RXML	2	text	YES		NULL
trazabil_rowareci	RORIID	3	decimal(23,0)	YES	MUL	NULL
trazabil_rowareci	ROK	4	tinyint(1)	YES		NULL
trazabil_rowareci	RTYPE	5	varchar(50)	YES	MUL	NULL
trazabil_rowasent	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_rowasent	RXML	2	text	YES		NULL
trazabil_rowasent	RID	3	decimal(23,0)	YES	MUL	NULL
trazabil_rowinreq	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_rowinreq	RPARTE	2	varchar(9)	YES	MUL	NULL
trazabil_rowinreq	RHORA	3	varchar(5)	YES		NULL
trazabil_rowinreq	RINPUREQID	4	decimal(18,0)	YES	MUL	NULL
trazabil_rowinreq	RART	5	varchar(7)	YES		NULL
trazabil_rowinreq	RARTID	6	varchar(15)	YES		NULL
trazabil_rowinreq	RALLOWED	7	tinyint(1)	YES		NULL
trazabil_rowinreq	RPACKINDEX	8	decimal(8,0)	YES		NULL
trazabil_rowinreq	RSCANCODE	9	varchar(100)	YES		NULL
trazabil_rowinreq	RBATCH	10	varchar(50)	YES		NULL
trazabil_rowinreq	REXPIRE	11	varchar(20)	YES		NULL
trazabil_rowinreq	RGUID	12	varchar(100)	YES		NULL
trazabil_rowinreq	RSERIAL	13	varchar(30)	YES		NULL
trazabil_rowinreq	ROK	14	tinyint(1)	YES		NULL
trazabil_rowinreq	RCOMPLETED	15	tinyint(1)	YES		NULL
trazabil_rowinreq	RMESSCOMP	16	varchar(20)	YES		NULL
trazabil_rowinreq	RPACKID	17	decimal(18,0)	YES		NULL
trazabil_rowinreq	RUCOD	18	varchar(8)	YES	MUL	NULL
trazabil_trglncli	KeyID	1	bigint(20)	NO	PRI	NULL
trazabil_trglncli	TPARTE	2	varchar(9)	YES	MUL	NULL
trazabil_trglncli	TIDOL	3	varchar(2)	YES		NULL
trazabil_trglncli	THORA	4	varchar(5)	YES		NULL
trazabil_trglncli	TUCOD	5	varchar(8)	YES	UNI	NULL
trazabil_trglncli	TUSER	6	varchar(2)	YES		NULL
